text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M,is_single_sentence
"Pamiętajmy, że zaszyte w najpiękniejszej na świecie historii Polski pierwiastki wolności trzeba chronić.",,22,2.8,2.2,1.0,1.2,2.4,2.8,3.2,2.4,0.0,0.4499999999999999,0.3,0.0,0.0499999999999999,0.35,0.4499999999999999,0.55,0.35,True
To jakiś burdel im zapłaci.,youtube,22,1.0,1.4,3.4,3.2,1.0,1.0,2.0,2.8,2.0,0.0,0.0999999999999999,0.6,0.55,0.0,0.0,0.25,0.4499999999999999,True
"Eskalacja przemocy trwa, a my jesteśmy na celowniku.",,22,1.0,3.0,2.6,1.0,4.2,1.2,1.6,2.8,0.0,0.0,0.5,0.4,0.0,0.8,0.0499999999999999,0.15,0.4499999999999999,True
"Szef NATO: obawiamy się, że Rosja szuka pretekstu, by dokonać inwazji na Ukrainę odnośnik ",twitter,22,1.0,3.2,2.2,1.0,4.6,1.0,1.4,2.4,0.0,0.0,0.55,0.3,0.0,0.8999999999999999,0.0,0.0999999999999999,0.35,True
Moge wiedzieć skąd taka statystyka?,youtube,22,1.0,1.0,2.0,1.4,1.4,1.4,2.0,1.8,0.0,0.0,0.0,0.25,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.25,0.2,True
I moje pieniądze idą na taki cyrk.,youtube,22,1.0,3.4,4.2,3.4,1.2,1.0,1.2,3.2,2.0,0.0,0.6,0.8,0.6,0.0499999999999999,0.0,0.0499999999999999,0.55,True
"Oni nawet niezrozumienia tego co Jaki mówi do nich, bo dla nich to wyróżnienie ze tacy są.’W polityce Niemców wojna jest częścią ich polityki, takim środkiem do osiągania celów.",youtube,22,1.4,2.0,3.0,3.6,2.2,1.0,1.8,2.8,1.0,0.0999999999999999,0.25,0.5,0.65,0.3,0.0,0.2,0.4499999999999999,True
Wykaz krajów niebezpiecznych,,22,1.0,1.4,1.2,1.0,2.0,1.0,2.4,1.2,0.0,0.0,0.0999999999999999,0.0499999999999999,0.0,0.25,0.0,0.35,0.0499999999999999,True
Państwo po prostu musi zacząć wywiązywać się ze swoich obowiązków.,,22,1.0,2.0,3.0,1.2,2.0,1.2,2.0,2.4,0.0,0.0,0.25,0.5,0.0499999999999999,0.25,0.0499999999999999,0.25,0.35,True
Polska Grupa Zbrojeniowa zawarła kontrakt na dostawę karabinków Grot do jednego z państw Afryki Wschodniej.,twitter,22,1.0,1.4,1.0,1.0,1.6,1.4,2.8,1.2,0.0,0.0,0.0999999999999999,0.0,0.0,0.15,0.0999999999999999,0.4499999999999999,0.0499999999999999,True
"Dziś w Zambrowie z satysfakcją obserwowałem, jak kolejny polski zakład nie tylko zachował ponad 200 miejsc pracy, ale za pośrednictwem PKO Bank Polski złożył wniosek o wsparcie w ramach tarczy finansowej oraz zamierza inwestować i szukać nowych rynków zbytu zagranicą.",,22,3.8,1.0,1.0,1.0,1.2,3.2,4.0,2.2,0.0,0.7,0.0,0.0,0.0,0.0499999999999999,0.55,0.75,0.3,True
 Wasze zdjęcia i uśmiechy dodają nam energii!,,22,5.0,1.2,1.0,1.0,1.0,3.6,4.6,3.0,0.0,1.0,0.0499999999999999,0.0,0.0,0.0,0.65,0.8999999999999999,0.5,True
Przez Poznań przeszedł XVIII Marsz Równości  odnośnik ,twitter,22,4.4,1.0,1.0,1.0,1.0,4.4,4.4,2.6,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.8500000000000001,0.8500000000000001,0.4,True
Człowiek Morawieckiego na czele rady nadzorczej PZU odnośnik ,twitter,22,1.0,1.0,2.2,1.6,1.0,1.0,2.4,1.6,0.0,0.0,0.0,0.3,0.15,0.0,0.0,0.35,0.15,True
"Przeglądamy dalej projekt Tarczy Antypracowniczej 2.0, która około 14.40 pojawiała się na stronie, a nad którą procedować będzie dzisiaj Sejm.",,22,1.2,1.6,1.6,1.8,1.6,1.0,2.6,1.6,0.0,0.0499999999999999,0.15,0.15,0.2,0.15,0.0,0.4,0.15,True
Dochód z klasycznej piątkowej szarlotki idzie na Ocalenie.,,22,4.0,1.0,1.0,1.0,1.0,3.8,4.2,2.0,0.0,0.75,0.0,0.0,0.0,0.0,0.7,0.8,0.25,True
"Sędzia Bartłomiej Przymusiński, rzecznik prasowy ""Iustitii"" Sprawy rozpoznawane wczoraj przez TSUE zostały zainicjowane działaniami sędziów Waldemara Żurka i Moniki Frąckowiak.",,22,1.0,1.0,1.2,1.0,1.0,1.4,2.8,1.2,0.0,0.0,0.0,0.0499999999999999,0.0,0.0,0.0999999999999999,0.4499999999999999,0.0499999999999999,True
"O patrz ty go fircyka, zrozumiał po polsku:))) odnośnik ",twitter,22,3.0,1.0,1.6,2.0,1.0,2.4,2.6,2.6,4.0,0.5,0.0,0.15,0.25,0.0,0.35,0.4,0.4,True
"W kontekście działań na wschodniej granicy i przyszłych działań SZ RP pod obserwacje powinni trafić wszyscy, którzy pouciekali na zwolnienia jak przyszło jechać na coś innego niż ćwiczenia",twitter,23,1.0,2.4,4.0,3.0,1.8,1.8,1.6,3.2,3.0,0.0,0.35,0.75,0.5,0.2,0.2,0.15,0.55,True
Teatr Wielki – Opera Narodowa,twitter,23,1.0,1.0,1.0,1.0,1.0,1.4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,0.5,0.0,True
"Odwołano za to wiceministra Kopcia, o którym można mowić źle lub dobrze, ale przynajmniej miał wiedzę o edukacji.",twitter,23,1.4,2.4,1.8,1.6,2.0,1.6,2.4,1.8,0.0,0.0999999999999999,0.35,0.2,0.15,0.25,0.15,0.35,0.2,True
Nowy kilkuletni szczyt notowań rzepaku na MATIF,twitter,23,1.8,1.4,1.0,1.0,1.0,1.4,3.4,1.2,0.0,0.2,0.0999999999999999,0.0,0.0,0.0,0.0999999999999999,0.6,0.0499999999999999,True
"A ja nieustająco namawiam do wsparcia pierwszego polskiego nagrania ""Mesjasza"" na portalu zrzutka.pl.",,23,2.2,1.0,1.0,1.0,1.0,3.6,3.8,2.2,0.0,0.3,0.0,0.0,0.0,0.0,0.65,0.7,0.3,True
"już jest pełno bankrutów porzyczkowych , na wiosne będą za grosze , rozejrzycie się ile budów stanęło !",youtube,23,1.2,2.2,3.6,1.4,2.8,1.6,1.6,3.4,1.0,0.0499999999999999,0.3,0.65,0.0999999999999999,0.4499999999999999,0.15,0.15,0.6,True
"Datki na rzecz WOŚP, lub na wspólnie kwestującą Fundację Hospicjum im. Ks. Eugeniusza Dutkiewicza, zastąpić mają – zgodnie z wolą rodziny – przynoszenie kwiatów i zniczy w hołdzie Zmarłemu.",,23,2.2,1.8,1.0,1.0,1.0,2.8,3.0,1.6,0.0,0.3,0.2,0.0,0.0,0.0,0.4499999999999999,0.5,0.15,True
I najbardziej znienawidzona emotka: :],twitter,23,1.6,1.0,1.6,1.0,1.0,1.4,3.2,1.6,3.0,0.15,0.0,0.15,0.0,0.0,0.0999999999999999,0.55,0.15,True
Olga Tokarczuk: Rosja jest zagrożeniem dla wolnego świata odnośnik via użytkownicy ,twitter,23,1.0,2.6,2.2,2.0,3.2,1.2,1.8,2.0,0.0,0.0,0.4,0.3,0.25,0.55,0.0499999999999999,0.2,0.25,True
"Od zawsze o tym wiedziałem, od dzieciństwa nie potrafiłam zrozumieć dlaczego nikt nie ma problemu kiedy bawię się żołnierzykami, a gdy miałem ochotę wozić lalki w wózku pod blokiem to nagle musiałem ponosić za to konsekwencje.",,23,1.0,4.4,3.6,2.0,2.4,1.4,1.6,2.6,0.0,0.0,0.8500000000000001,0.65,0.25,0.35,0.0999999999999999,0.15,0.4,True
Trzy osoby staną przed sądem za sprzeciw wobec homofobicznych postaw i czynów hierarchów Kościoła katolickiego.,,23,1.0,2.0,2.4,1.8,1.4,1.4,2.4,2.2,0.0,0.0,0.25,0.35,0.2,0.0999999999999999,0.0999999999999999,0.35,0.3,True
"Oddaliśmy dziś hołd nie tylko obrońcom gdańskiego wybrzeża, ale wszystkim, którzy za obronę Ojczyzny i polskości musieli zapłacić najwyższą cenę.",,23,1.6,3.4,1.2,1.0,1.4,4.0,3.0,2.6,0.0,0.15,0.6,0.0499999999999999,0.0,0.0999999999999999,0.75,0.5,0.4,True
Aż 60% wyrzucanej w Polsce żywności pochodzi z... naszych domów!,,23,1.0,3.2,1.6,1.8,2.0,1.0,2.0,2.8,0.0,0.0,0.55,0.15,0.2,0.25,0.0,0.25,0.4499999999999999,True
Trybunał przyznał sędziom po 15 tysięcy euro zadośćuczynienia.,,23,1.4,1.0,1.2,1.0,1.0,1.2,3.2,1.0,0.0,0.0999999999999999,0.0,0.0499999999999999,0.0,0.0,0.0499999999999999,0.55,0.0,True
"Z raportu ""Branżowy Bilans Kapitału Ludzkiego - Gospodarka wodno-ściekowa i rekultywacja"" wynika, że pracodawcy z branży wodno-ściekowej i rekultywacji w ciągu najbliższych 3 lat planują podwyższyć średnią marżę sprzedaży (55 %firm), zwiększyć nakłady na innowacyjność (53%)",twitter,23,2.0,1.0,1.0,1.0,1.0,2.2,3.6,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3,0.65,0.0,True
Fotoreporter postrzelony przez policję z broni gładkolufowej.,,23,1.0,2.2,1.8,1.0,2.4,1.0,2.2,1.6,0.0,0.0,0.3,0.2,0.0,0.35,0.0,0.3,0.15,True
Jeżyckiej przy skrzyżowaniu z Kochanowskiego;  jeden pas ruchu zamiast dwóch na ulicy Poznańskiej na odcinku od ul.,,23,1.0,1.0,1.4,1.0,1.0,1.0,2.8,1.0,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,0.0,0.4499999999999999,0.0,True
"Sprzedaż książek, prasy i książek spadła nawet o 5 proc. w październiku",twitter,23,1.0,2.6,1.2,1.0,1.6,1.0,2.8,1.2,0.0,0.0,0.4,0.0499999999999999,0.0,0.15,0.0,0.4499999999999999,0.0499999999999999,True
Kobiety w Polsce mają prawo czuć się bezpieczne i żyć wolne od przemocy.,,23,1.6,2.4,2.6,1.6,2.4,3.2,2.2,2.8,0.0,0.15,0.35,0.4,0.15,0.35,0.55,0.3,0.4499999999999999,True
"NSZZ RI „Solidarność” poinformowała ministra Kowalczyka, że ostatnio coraz więcej rolników sygnalizuje w swoich wnioskach przekazywanych Związkowi, że po waloryzacji, której wskaźnik w tym roku wynosi 7%, rolnicy nie otrzymują finalnie emerytur wyższych o 7%.",twitter,23,1.0,2.6,2.4,1.2,2.0,1.0,2.4,1.6,0.0,0.0,0.4,0.35,0.0499999999999999,0.25,0.0,0.35,0.15,True
Będę dziś gościem Michała Rachonia w programie #Minęła20 na antenie #TVPinfo.,,23,2.8,1.0,1.0,1.2,1.0,3.2,4.0,1.6,0.0,0.4499999999999999,0.0,0.0,0.0499999999999999,0.0,0.55,0.75,0.15,True
"Na razie mamy do czynienia z pandemią histerii, a nie koronawirusa COVID-19.",,23,1.0,2.4,3.6,3.0,1.6,1.6,1.6,2.8,4.0,0.0,0.35,0.65,0.5,0.15,0.15,0.15,0.4499999999999999,True
Stwórzmy system relokacji.,,23,1.4,1.0,1.0,1.0,1.2,2.0,3.0,1.4,0.0,0.0999999999999999,0.0,0.0,0.0,0.0499999999999999,0.25,0.5,0.0999999999999999,True
"Czy ja bym mogła się z moimi drogimi interlokutorami umówić tak - jest 3 lata do wyborów i nie ma (na razie) żadnego powodu, żeby uważać, że będą wcześniej, jeśli w czerwcu Hołownia będzie nadal miał sondaże w okolicy 20% to zacznę brać go pod uwagę w analizie, ok?",twitter,23,1.4,1.0,2.2,1.8,1.0,2.2,2.6,2.8,3.0,0.0999999999999999,0.0,0.3,0.2,0.0,0.3,0.4,0.4499999999999999,True
Ludzie ale czemu tak was to oburza?,youtube,23,1.0,1.6,2.8,2.0,1.2,1.2,2.0,2.6,0.0,0.0,0.15,0.4499999999999999,0.25,0.0499999999999999,0.0499999999999999,0.25,0.4,True
"Jestem pełen podziwu dla wszystkich, którzy od miesiąca pomagają jak mogą, robią sprawunki, zrzutki, otwierają swoje mieszkania i serca.",,23,4.0,1.8,1.0,1.0,1.2,4.6,4.2,3.0,0.0,0.75,0.2,0.0,0.0,0.0499999999999999,0.8999999999999999,0.8,0.5,True
Kolejne wspólne wyzwania przed nami.,,23,3.0,1.0,1.0,1.0,1.8,2.8,4.2,2.0,0.0,0.5,0.0,0.0,0.0,0.2,0.4499999999999999,0.8,0.25,True
Do Polski uciekli 4 lata temu.,,23,1.6,2.2,1.0,1.0,1.4,1.0,2.8,1.6,0.0,0.15,0.3,0.0,0.0,0.0999999999999999,0.0,0.4499999999999999,0.15,True
wywiad znajdziecie tu: _odnośnik_,,23,1.2,1.0,1.0,1.0,1.0,1.4,3.0,1.0,0.0,0.0499999999999999,0.0,0.0,0.0,0.0,0.0999999999999999,0.5,0.0,True
" Radykalna przeciwniczka równości powraca z projektem ustawy, która ma na celu wprowadzenie w Polsce zakazu organizacji marszów równości.",,23,1.0,3.0,3.0,1.6,2.6,1.0,2.0,2.2,0.0,0.0,0.5,0.5,0.15,0.4,0.0,0.25,0.3,True
użytkownicy o korzyściach z wysokiej inflacji juz Pan nie napisze?,twitter,23,1.0,1.8,3.6,2.8,1.8,1.2,1.8,3.2,4.0,0.0,0.2,0.65,0.4499999999999999,0.2,0.0499999999999999,0.2,0.55,True
"Maciej Taborowski z Biura RPO przed użytkownicy : pytanie prawne należy uznać za dopuszczalne, art. 19 TUE należy stosować bezpośrednio, należy ocenić status sądu i sędziów.",twitter,23,1.0,1.0,1.2,1.0,1.2,1.4,3.0,1.2,0.0,0.0,0.0,0.0499999999999999,0.0,0.0499999999999999,0.0999999999999999,0.5,0.0499999999999999,True
"Mamy specjalistów, którzy znają się naprawdę dobrze na powstrzymywaniu epidemii i wiedzą, co robić.",,23,1.8,1.0,1.2,1.0,2.2,3.4,3.4,2.0,0.0,0.2,0.0,0.0499999999999999,0.0,0.3,0.6,0.6,0.25,True
"Najwyższą cenę mleka odnotowano w województwach:• podlaskim – 138,99 zł/hl • dolnośląskim– 136,10 zł/hl• warmińsko-mazurskim – 134,94 zł/hl",twitter,23,1.0,1.4,1.0,1.0,1.4,1.0,2.8,1.0,0.0,0.0,0.0999999999999999,0.0,0.0,0.0999999999999999,0.0,0.4499999999999999,0.0,True
A tam 100 milionów - MILIARD!,,23,2.0,1.0,1.4,1.0,1.4,1.8,3.4,3.4,2.0,0.25,0.0,0.0999999999999999,0.0,0.0999999999999999,0.2,0.6,0.6,True
Dzisiaj o 18:00 widzimy się na Piwie z Mentzenem w Bielsku-Białej.,,23,2.4,1.0,1.0,1.0,1.0,2.4,3.8,1.6,0.0,0.35,0.0,0.0,0.0,0.0,0.35,0.7,0.15,True
"– Apelujemy do Arłukowicza, żeby przestał być tchórzem i złożył ten wniosek, żeby minister Szumowski i premier Morawiecki odpowiedzieli za to co dzieje się w Ministerstwie Zdrowia – mówiłam na dzisiejszej konferencji prasowej.",,23,1.2,1.8,3.6,3.0,2.0,1.8,2.2,3.0,0.0,0.0499999999999999,0.2,0.65,0.5,0.25,0.2,0.3,0.5,True
"Rozkaz, którego konsekwencje być może poczujemy my wszyscy i kolejne pokolenia, pozbawione unijnej poduszki bezpieczeństwa na ciężkie czasy sprzątania po pandemii i pisowskich nieudacznikach.",,23,1.0,3.2,4.2,3.6,2.8,1.0,1.4,3.6,2.0,0.0,0.55,0.8,0.65,0.4499999999999999,0.0,0.0999999999999999,0.65,True
Trwa spotkanie Donalda Tuska z ekspertami medycznymi i członkami rady medycznej przy premierze.,,23,1.6,1.0,1.0,1.0,1.2,2.0,3.2,1.0,0.0,0.15,0.0,0.0,0.0,0.0499999999999999,0.25,0.55,0.0,True
Kafejki internetowe i domy gier w Azji powoli przekształcają się w farmy wydobywające kryptowaluty,twitter,23,1.0,1.2,1.2,1.2,2.0,1.0,2.8,1.2,0.0,0.0,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.25,0.0,0.4499999999999999,0.0499999999999999,True
Szczepienia na Covid19 powinny być obowiązkowe.,twitter,23,1.0,1.2,2.2,1.2,2.8,2.0,2.6,2.0,0.0,0.0,0.0499999999999999,0.3,0.0499999999999999,0.4499999999999999,0.25,0.4,0.25,True
"użytkownicy Domyślam się, straszne chwile",twitter,23,1.0,3.4,1.4,1.0,2.2,1.0,2.0,2.6,0.0,0.0,0.6,0.0999999999999999,0.0,0.3,0.0,0.25,0.4,True
użytkownicy W sprawie skutecznej walki z pandemią? Yep.,twitter,23,1.4,1.8,2.2,1.8,1.8,1.2,2.8,1.8,1.0,0.0999999999999999,0.2,0.3,0.2,0.2,0.0499999999999999,0.4499999999999999,0.2,True
Tymczasm z kolejnych europejskich stolic płyną wyrazy solidarności ze #StrajkKobiet odnośnik ,twitter,23,2.6,1.8,1.2,1.0,2.0,3.6,3.6,2.8,0.0,0.4,0.2,0.0499999999999999,0.0,0.25,0.65,0.65,0.4499999999999999,True
"To jednak nie koniec – za kilka miesięcy urodzą się kolejne młode, a wolontariusze Błękitnego Patrolu WWF i fokarium będą mieli pełne ręce roboty!",,23,4.6,1.0,1.0,1.0,1.2,3.6,4.8,2.8,0.0,0.8999999999999999,0.0,0.0,0.0,0.0499999999999999,0.65,0.95,0.4499999999999999,True
"To miejsce, w którym nie życzę nikomu, aby się znalazł” - mówi Naazar z Iraku  Więcej o kampanii “Ośrodki All Inclusive: detencja, przemoc, poniżenie”: _odnośnik_",,23,1.0,3.6,2.6,1.4,3.0,1.0,1.8,2.6,0.0,0.0,0.65,0.4,0.0999999999999999,0.5,0.0,0.2,0.4,True
Pani Ogórek nikt fizycznie nie zaatakował.,,23,1.0,1.2,2.0,1.6,1.2,1.2,2.8,1.4,0.0,0.0,0.0499999999999999,0.25,0.15,0.0499999999999999,0.0499999999999999,0.4499999999999999,0.0999999999999999,True
Dużo o świętym Adamowiczu i winnej wszystkiemu „mowie nienawiści” przeciwników politycznych.,,23,1.0,1.4,2.4,2.0,1.2,1.0,2.0,2.8,5.0,0.0,0.0999999999999999,0.35,0.25,0.0499999999999999,0.0,0.25,0.4499999999999999,True
"użytkownicy Będzie zawieszenie broni, w przeciwnym wypadku Bibi musiałby przeprowadzić operację lądową a nie chce tego.",twitter,23,1.8,1.0,1.4,1.2,2.4,1.2,2.6,1.6,1.0,0.2,0.0,0.0999999999999999,0.0499999999999999,0.35,0.0499999999999999,0.4,0.15,True
 Czytaj więcej na _odnośnik_,,23,1.4,1.0,1.0,1.0,1.0,1.4,3.0,1.6,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,0.0999999999999999,0.5,0.15,True
"Uśmiechamy się do zdjęcia z Aleksandrą Szewerą-Nalewajek, przewodnicząca Ogólnopolskiego Związku Zawodowego Kuratorów Sądowych, bo jest moc i energia na dzisiejszej manifestacji związkowców pod Sejmem.",,23,3.6,1.0,1.2,1.0,1.2,3.4,4.0,2.6,0.0,0.65,0.0,0.0499999999999999,0.0,0.0499999999999999,0.6,0.75,0.4,True
Bardzo dobre wystąpienie !,youtube,23,3.8,1.0,1.0,1.0,1.0,3.4,4.4,2.6,0.0,0.7,0.0,0.0,0.0,0.0,0.6,0.8500000000000001,0.4,True
"Pytanie, czy znajdą się idioci, którzy będą próbowali ten przepis egzekwować.",,23,1.0,1.8,3.6,2.4,2.2,1.2,1.8,3.8,3.0,0.0,0.2,0.65,0.35,0.3,0.0499999999999999,0.2,0.7,True
A pan Jacek Sasin pocztowcom wiadomość _odnośnik_,,23,1.2,1.0,1.4,1.0,1.0,1.0,3.0,1.2,2.0,0.0499999999999999,0.0,0.0999999999999999,0.0,0.0,0.0,0.5,0.0499999999999999,True
U nas też są sabotażyści i rosyjscy szpiedzy Rosjanie którzy są krócej niż rok powinni być obserwowani przez nas i inwigilowani żeby nie podawali ważnych celów dla terrorysty putina,youtube,24,1.0,2.25,4.0,3.25,3.0,1.5,1.0,3.75,0.0,0.0,0.3125,0.75,0.5625,0.5,0.125,0.0,0.6875,True
"Tu nie potrzeba żadnej ""polskiej wersji"", panie prezesie Kaczyński, tylko zwykłej, europejskiej normalności.",,24,1.0,2.75,3.5,2.0,1.0,1.5,1.75,3.25,1.0,0.0,0.4375,0.625,0.25,0.0,0.125,0.1875,0.5625,True
"Instytut Jagielloński: o potencjale energetyki wiatrowej w naszym raporcie, który przygotowaliśmy we współpracy z Polskie Stowarzyszenie Energetyki Wiatrowej: odnośnik ",twitter,24,1.75,1.0,1.25,1.0,1.0,2.25,3.75,1.75,0.0,0.1875,0.0,0.0625,0.0,0.0,0.3125,0.6875,0.1875,True
"użytkownicy Trafiła pani pod zły adres, proszę poszukać na innych profilach",twitter,24,1.0,1.5,2.5,2.5,1.0,2.0,2.0,2.5,1.0,0.0,0.125,0.375,0.375,0.0,0.25,0.25,0.375,True
Dołączamy do apelu Inicjatywa Dzikie Karpaty w obronie Puszczy Karpackiej.,,24,2.5,1.25,1.0,1.0,1.0,2.5,4.0,2.25,0.0,0.375,0.0625,0.0,0.0,0.0,0.375,0.75,0.3125,True
Niemcy: Ceny tuczników pozostają stabilne,twitter,24,1.5,1.0,1.0,1.0,1.0,1.25,3.25,1.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.5625,0.0625,True
"Mówiłem o tym w Słupsku, ogłaszając kolejne elementy planu odpowiedzialnego rozwoju dla regionów wykluczonych komunikacyjnie.",,24,1.5,1.5,1.25,1.0,1.0,3.0,3.5,2.75,0.0,0.125,0.125,0.0625,0.0,0.0,0.5,0.625,0.4375,True
"Ser Edamski był droższy niż przed rokiem o 12,4%, a ser Gouda –o 11,7%.",twitter,24,1.0,1.75,2.0,1.0,1.0,1.0,2.25,1.5,0.0,0.0,0.1875,0.25,0.0,0.0,0.0,0.3125,0.125,True
"Nieodpowiedzialni bawią się w cyrk objazdowy, wypinając piersi do orderów.",,24,1.0,2.5,4.0,3.75,1.5,1.25,1.25,3.0,2.0,0.0,0.375,0.75,0.6875,0.125,0.0625,0.0625,0.5,True
użytkownicy Tajemnica :),twitter,24,3.0,1.0,1.0,1.0,1.0,2.5,3.75,2.25,1.0,0.5,0.0,0.0,0.0,0.0,0.375,0.6875,0.3125,True
Dlatego zamknęliśmy wszystko  odnośnik ,twitter,24,1.0,2.5,2.0,1.0,1.5,1.25,2.25,3.0,1.0,0.0,0.375,0.25,0.0,0.125,0.0625,0.3125,0.5,True
Brałam razem z Krzysztof Chaberski udział w otwarciu wystawy „Rzeka Bug” Stanisława Baja.,,24,3.25,1.0,1.0,1.0,1.0,3.5,4.25,2.75,0.0,0.5625,0.0,0.0,0.0,0.0,0.625,0.8125,0.4375,True
W #planDudy zabrakło mi budowy kosmodromu pod Leżajskiem,twitter,24,1.75,2.75,3.25,3.75,1.0,1.0,2.25,3.75,4.0,0.1875,0.4375,0.5625,0.6875,0.0,0.0,0.3125,0.6875,True
"Trudny wybór, dlatego postanowiliśmy połączyć to, co i tak ewidentnie do siebie pasuje.",,24,2.25,1.5,1.0,1.0,1.5,2.0,3.5,1.5,0.0,0.3125,0.125,0.0,0.0,0.125,0.25,0.625,0.125,True
"Paweł odszedł, bo nie chciał się oddać proboszczowi.",,24,1.0,2.75,2.25,3.0,1.5,1.0,1.75,3.0,1.0,0.0,0.4375,0.3125,0.5,0.125,0.0,0.1875,0.5,True
Robert Biedroń podjął decyzję i najprawdopodobniej będzie wspólnym kandydatem Lewicy na prezydenta.,,24,2.25,1.0,1.0,1.0,1.0,1.75,3.75,2.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.1875,0.6875,0.25,True
Czas połowicznego rozpadu teflonu wynosi 5 lat,twitter,24,1.0,2.0,1.0,1.0,1.0,1.0,2.75,1.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.4375,0.0625,True
"Dziękuję wszystkim żołnierzom z Polski, USA, Wielkiej Brytanii, Niemiec, Francji i Danii ćwiczącym w Polsce podczas Defender Europe-22.",,24,3.0,1.0,1.0,1.0,1.0,4.25,4.25,2.75,0.0,0.5,0.0,0.0,0.0,0.0,0.8125,0.8125,0.4375,True
"Ponad 2 mln zł wyniosła średnio strata szpitala powiatowego za pierwsze półrocze 2019 r., podczas gdy za cały 2018 r. - 2,7 mln zł - wynika z raportu Ogólnopolskiego Związku Pracodawców Szpitali Powiatowych",twitter,24,1.0,2.25,1.25,1.0,1.0,1.0,2.5,1.75,0.0,0.0,0.3125,0.0625,0.0,0.0,0.0,0.375,0.1875,True
Żandarmeria Wojskowa wspiera służby użytkownicy w walce z #koronawirus odnośnik ,twitter,24,2.25,1.75,1.5,1.0,1.5,2.0,3.5,2.25,0.0,0.3125,0.1875,0.125,0.0,0.125,0.25,0.625,0.3125,True
"I my nie marzymy o powrocie do Lwowa, tak jak Wasz car Putin o powrocie Ukrainy na łono matuszki Rasji.",youtube,24,1.0,3.0,3.5,4.0,1.5,3.25,1.0,4.0,4.0,0.0,0.5,0.625,0.75,0.125,0.5625,0.0,0.75,True
Wojna lekarzy Hitlera #lekarzehitlera #bartosztwielinski #dziennikarz #gazetawyborcza #lekarz,,24,1.0,2.0,2.5,3.0,1.25,1.25,1.75,3.25,0.0,0.0,0.25,0.375,0.5,0.0625,0.0625,0.1875,0.5625,True
użytkownicy Ale co jest tak jawnym pogwałceniem konstytucji w tej ustawie?,twitter,24,1.0,2.5,3.25,2.25,2.25,1.5,1.5,3.75,0.0,0.0,0.375,0.5625,0.3125,0.3125,0.125,0.125,0.6875,True
"Trzy lata temu dzięki działaniom byłego polskiego kolarza, a obecnie wykładowcy akademickiego Leszka Sibilskiego - 3 czerwca ustanowiono Światowym Dniem Roweru.",,24,3.0,1.0,1.0,1.0,1.0,3.25,4.5,2.25,0.0,0.5,0.0,0.0,0.0,0.0,0.5625,0.875,0.3125,True
"Prosimy o wcześniejsze umówienie się w wiadomości prywatnej, mailowo na adres poselskie.pogtowie.prawne@gmail.com lub telefonicznie pod numerem 570 150 002.",,24,1.0,1.0,1.0,1.0,1.0,1.25,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.5,0.0,True
"Czy prawdą jest, że z Funduszu Sprawiedliwości w Ministerstwie Sprawiedliwości, który miał służyć wsparciu ofiar przemocy w rodzinie kupiono lub współfinansowano zakup systemu Pegassus?",,24,1.0,2.75,3.5,3.75,1.75,1.25,1.25,3.5,0.0,0.0,0.4375,0.625,0.6875,0.1875,0.0625,0.0625,0.625,True
"Zbiórka dla Fatimy, Aiszy, Karimy, Latify, Marwy, Abbasa, Dżamila , Sadika i ich dzieci oraz bezimiennych uchodźców , obudziła niesamowite emocje.",,24,3.0,1.75,1.0,1.0,1.0,3.5,4.25,3.25,0.0,0.5,0.1875,0.0,0.0,0.0,0.625,0.8125,0.5625,True
„Jesteśmy zaniepokojeni doniesieniami o zbezczeszczeniu przez Białoruś kolejnego cmentarza poświęconego polskim bojownikom w czasie II wojny światowej.,,24,1.0,3.5,3.25,2.75,2.75,1.5,1.25,3.5,0.0,0.0,0.625,0.5625,0.4375,0.4375,0.125,0.0625,0.625,True
Kto się wybiera w najbliższą sobotę do rzeszowskiego Klubu Pod Palmą na piwo z _odnośnik_ 18 SEP 2021 Piwo z Mentzenem w Rzeszowie,,24,3.0,1.0,1.0,1.0,1.0,3.0,4.25,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.8125,0.5,True
Co za wiadomość!,,24,4.0,1.0,1.0,1.0,1.0,2.0,4.5,3.5,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.875,0.625,True
