text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M,is_single_sentence
"Kto się więc uniży jak to dziecko, ten jest największy w królestwie niebieskim.",,17,2.0,1.6,1.2,1.6,1.4,2.2,2.8,1.8,1.0,0.25,0.15,0.0499999999999999,0.15,0.0999999999999999,0.3,0.4499999999999999,0.2,True
Ludzie nie maja pieniedzy aby pomagac im w nieskonczonosc i ta sielanka sie wtedy skonczy i ludzie beda przed nimi zamykac drzwi.,youtube,36,1.4,1.4,3.2,2.6,2.2,1.2,1.4,3.4,1.0,0.0999999999999999,0.0999999999999999,0.55,0.4,0.3,0.0499999999999999,0.0999999999999999,0.6,True
"POLSKIERADIO24.PL ""Wybrano zły moment"".",,7,1.0,2.8,2.2,1.2,2.2,1.0,1.8,2.2,0.0,0.0,0.4499999999999999,0.3,0.0499999999999999,0.3,0.0,0.2,0.3,True
"Edukacja młodzieży to odpowiedzialne i warte docenienia zadanie, bo sukcesy uczniów to też zasługa nauczycieli i szkoły.",,49,2.0,1.0,1.0,1.0,1.0,3.2,3.8,2.0,0.0,0.25,0.0,0.0,0.0,0.0,0.55,0.7,0.25,True
Oracle zawiesił wszelką działalność na terenie Rosji.,twitter,63,1.4,1.0,2.2,1.0,1.0,1.8,2.6,2.0,0.0,0.0999999999999999,0.0,0.3,0.0,0.0,0.2,0.4,0.25,True
Niech Panu Bóg błogosławi!,youtube,86,3.8,1.0,1.0,1.0,1.0,2.0,4.8,2.8,0.0,0.7,0.0,0.0,0.0,0.0,0.25,0.95,0.4499999999999999,True
Izba Polska Azja Na Fracht 2020 VIII Forum Transportu Intermodalnego odnośnik ,twitter,22,1.0,1.0,1.0,1.0,1.0,1.2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0499999999999999,0.5,0.0,True
"Ilu Rosjan, Polakow i Ukraincow zgineło w ostatnich 3 wiekach, miliony, moze nawet 100 milionow a wojny wywolywali babilonscy masoni wiec narracja ze Rosjanie lub Niemcy napadaja itd to po prostu brak podstawowej wiedzy.",youtube,70,1.0,2.0,3.2,2.6,2.4,1.0,1.4,3.4,0.0,0.0,0.25,0.55,0.4,0.35,0.0,0.0999999999999999,0.6,True
Czas na podwyżki dla nauczycielek i poważne potraktowanie usług publicznych – wszyscy na nich przecież polegamy!,,45,1.4,2.4,3.2,1.0,1.4,2.2,2.0,3.0,0.0,0.0999999999999999,0.35,0.55,0.0,0.0999999999999999,0.3,0.25,0.5,True
"Nasi poprzednicy uważali, że realizacja tego programu musi odbywać się czyimś kosztem.",,80,1.2,2.4,2.2,2.2,1.4,1.2,1.6,2.4,0.0,0.0499999999999999,0.35,0.3,0.3,0.0999999999999999,0.0499999999999999,0.15,0.35,True
Pacjenci onkologiczni gorsi od covidowych?,,26,1.0,2.8,3.2,1.8,2.8,1.0,2.0,3.0,2.0,0.0,0.4499999999999999,0.55,0.2,0.4499999999999999,0.0,0.25,0.5,True
użytkownicy Tylko wtedy mamy 3 bloki i znowu przewagę daje to PIS.,twitter,42,1.0,2.6,2.2,1.0,1.6,1.0,2.0,2.4,0.0,0.0,0.4,0.3,0.0,0.15,0.0,0.25,0.35,True
"We wtorek (14 grudnia) Korea Południowa odnotowała najbardziej śmiertelny dzień pandemii, zmarły 94 osoby.",twitter,91,1.0,3.0,1.0,1.0,3.0,1.0,1.8,2.6,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.2,0.4,True
użytkownicy przecież miały nie rosnąć,twitter,48,1.0,2.2,2.6,1.0,1.0,1.0,2.0,2.2,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.25,0.3,True
"Sasin: Nie zabraknie prądu w domach, benzyny i żywności a w szpitalu w Krakowie zabrakło rękawiczek i maseczek chirurgicznych....",twitter,69,1.0,2.4,2.2,1.8,2.6,1.2,1.2,3.0,4.0,0.0,0.35,0.3,0.2,0.4,0.0499999999999999,0.0499999999999999,0.5,True
Walczymy o podwyżki dla budżetówki.,,60,1.6,1.4,2.2,1.0,1.2,3.6,2.8,2.8,0.0,0.15,0.0999999999999999,0.3,0.0,0.0499999999999999,0.65,0.4499999999999999,0.4499999999999999,True
"Będzie to korzystne tylko w wyjątkowych okolicznościach, przy założeniu optymistycznego rozwoju sytuacji.",,96,1.2,2.2,1.2,1.0,2.2,1.0,2.4,2.6,0.0,0.0499999999999999,0.3,0.0499999999999999,0.0,0.3,0.0,0.35,0.4,True
"Jestem pełen podziwu dla wszystkich, którzy od miesiąca pomagają jak mogą, robią sprawunki, zrzutki, otwierają swoje mieszkania i serca.",,23,4.0,1.8,1.0,1.0,1.2,4.6,4.2,3.0,0.0,0.75,0.2,0.0,0.0,0.0499999999999999,0.8999999999999999,0.8,0.5,True
"Nie o tym, że władza nie uznaje wyroków.",,53,1.0,2.2,1.6,2.0,1.6,1.2,2.0,2.0,0.0,0.0,0.3,0.15,0.25,0.15,0.0499999999999999,0.25,0.25,True
"To był tak wzruszający moment, tak niezwykły.",,55,3.4,3.0,1.0,1.0,1.0,2.0,4.2,3.0,0.0,0.6,0.5,0.0,0.0,0.0,0.25,0.8,0.5,True
Rozmawiają Łukasz Warzecha i dr Marcin Kędzierski,,28,1.2,1.0,1.0,1.0,1.0,1.0,3.2,1.2,0.0,0.0499999999999999,0.0,0.0,0.0,0.0,0.0,0.55,0.0499999999999999,True
użytkownicy Okrutne i prawdziwe.,twitter,60,1.0,3.2,2.4,1.8,1.0,1.0,1.6,2.8,0.0,0.0,0.55,0.35,0.2,0.0,0.0,0.15,0.4499999999999999,True
"użytkownicy tak, i właśnie dlatego PiS zgodził się, by z Orbanem budować Putinowi elektrownię atomową w Kaliningradzie",twitter,54,1.0,1.2,2.4,2.4,1.0,1.0,2.2,2.6,1.0,0.0,0.0499999999999999,0.35,0.35,0.0,0.0,0.3,0.4,True
"Mój felieton w tygodniku Gazeta Polska, dostępnym w sprzedaży od dziś.",,89,3.2,1.0,1.0,1.0,1.2,3.6,4.2,2.6,0.0,0.55,0.0,0.0,0.0,0.0499999999999999,0.65,0.8,0.4,True
Prof. Reginia-Zacharski o działaniach Rosji,,28,1.0,1.2,1.2,1.2,1.2,1.0,2.8,1.2,0.0,0.0,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.0,0.4499999999999999,0.0499999999999999,True
użytkownicy Mówiła o tym,twitter,17,1.0,1.4,1.6,1.0,1.0,1.4,2.8,1.2,0.0,0.0,0.0999999999999999,0.15,0.0,0.0,0.0999999999999999,0.4499999999999999,0.0499999999999999,True
"Hamas ostrzega przed ""silną, bolesną i przekraczającą oczekiwania"" odpowiedzią, jeśli Izrael zbombarduje infrastrukturę cywilną w Gazie.",twitter,44,1.0,2.4,1.8,2.0,4.4,1.0,2.0,2.6,0.0,0.0,0.35,0.2,0.25,0.8500000000000001,0.0,0.25,0.4,True
"Z raportu Fundacji ProVeg Polska ""o roślinnych alternatywach: trendy, rynek, konsument"" wynika, że większość konsumentów, którzy sięgają po roślinne alternatywy mięsa i nabiału stanowią osoby, które na co dzień spożywają mięso.",twitter,94,1.0,1.0,1.0,1.0,1.0,1.0,3.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0999999999999999,True
"Skiba o Durczoku: napiszę prawdę, bo Kamilowi nic już nie zaszkodzi odnośnik ",twitter,86,1.0,2.0,1.8,1.6,1.0,1.2,1.4,2.4,1.0,0.0,0.25,0.2,0.15,0.0,0.0499999999999999,0.0999999999999999,0.35,True
Kobieta w tym układzie ma spełniać jego (!),,25,1.0,1.8,3.2,2.4,1.2,1.4,1.8,3.0,0.0,0.0,0.2,0.55,0.35,0.0499999999999999,0.0999999999999999,0.2,0.5,True
"InPost: w samym czwartym kwartale dostarczyła w Polsce 126,6 mln paczek, czyli o 21 proc. więcej niż rok wcześniej.",twitter,49,1.0,1.0,1.0,1.0,1.0,2.0,3.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.6,0.0499999999999999,True
" To bardzo zła wiadomość dla spółki, bo z wypowiedzi zwycięzcy konkursu, Wojciecha Dąbrowskiego, wynika totalne niezrozumienie rzeczywistości.",,16,1.0,1.6,3.0,1.6,1.4,1.6,2.2,2.2,2.0,0.0,0.15,0.5,0.15,0.0999999999999999,0.15,0.3,0.3,True
Nie wiem przyjacielu czy to przeczytasz.,youtube,88,1.6,3.0,1.0,1.0,1.8,1.6,2.0,1.6,0.0,0.15,0.5,0.0,0.0,0.2,0.15,0.25,0.15,True
"Dokładnie dziewięć dni po tragicznej śmierci prezydenta Gdańska zastępca rzecznika sędziowskiego rzecznika dyscypliny zażądał od sędzi wyjaśnień, bo według Michała Lasoty przyjmując tę nagrodę sędzia mogła ""uchybić godności urzędu"".",,11,1.0,1.6,2.2,1.6,1.4,1.0,2.4,2.6,0.0,0.0,0.15,0.3,0.15,0.0999999999999999,0.0,0.35,0.4,True
"Już teraz możemy zapowiedzieć poniedziałkową konferencję prasową, na której poinformujemy o wszystkich szczegółach.",,3,1.2,1.0,1.0,1.0,1.2,1.6,3.0,1.2,0.0,0.0499999999999999,0.0,0.0,0.0,0.0499999999999999,0.15,0.5,0.0499999999999999,True
"Zapraszam Państwa serdecznie na mój komentarz w tvp.info dot. dzisiejszego zaprezentowania przez PO pomysłów, które mają być „receptą na kryzys” związany z pandemią Covid-19 i - oczywiście - rządami Zjednoczonej Prawicy.",,31,2.4,1.0,1.8,2.0,1.0,2.4,3.8,2.2,2.0,0.35,0.0,0.2,0.25,0.0,0.35,0.7,0.3,True
Polska jest najważniejszym europejskim sojusznikiem Wielkiej Brytanii w NATO!,,38,3.2,1.0,1.0,1.0,1.0,3.6,4.2,2.4,0.0,0.55,0.0,0.0,0.0,0.0,0.65,0.8,0.35,True
 Harmonogram i wszystkie szczegóły znajdziecie na profilu Szkolna Konferencja Klimatyczna.,,18,2.2,1.0,1.0,1.0,1.0,2.2,3.6,1.8,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.65,0.2,True
Prezydent Gabriel Narutowicz został zamordowany 16 grudnia 1922 roku podczas wizyty na otwarciu wystawy w Galerii Sztuki w pałacu Zachęty Sztuk Pięknych.,,12,1.0,1.6,1.2,1.2,1.2,1.0,2.6,1.0,0.0,0.0,0.15,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.0,0.4,0.0,True
"Chcemy, by wysokość składki ZUS była zależna od dochodu.",,64,1.4,1.0,2.4,1.2,1.4,2.2,3.2,2.4,0.0,0.0999999999999999,0.0,0.35,0.0499999999999999,0.0999999999999999,0.3,0.55,0.35,True
65 proc. Polaków sprawdza opinie o e-sklepie przed zakupami,twitter,38,1.2,1.0,1.0,1.0,1.0,1.4,3.2,1.0,0.0,0.0499999999999999,0.0,0.0,0.0,0.0,0.0999999999999999,0.55,0.0,True
"Najgorsi politycy wydobywają ze społeczeństwa to, co najgorsze: nienawiść, uprzedzenia, zawiść.",,3,1.0,2.8,3.6,3.6,1.8,1.6,1.4,2.8,1.0,0.0,0.4499999999999999,0.65,0.65,0.2,0.15,0.0999999999999999,0.4499999999999999,True
"Szybki szacunek inflacji: w marcu ceny wzrosły o 3,2% r/r.–",twitter,66,1.0,1.0,1.0,1.0,1.2,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0499999999999999,0.0,0.5,0.0,True
Wszystko dzieje się na tle konfliktu wewnątrz SN i próby politycznego przejęcia Izby Pracy w _odnośnik_,,59,1.0,1.6,1.0,1.0,1.2,1.0,2.6,1.4,0.0,0.0,0.15,0.0,0.0,0.0499999999999999,0.0,0.4,0.0999999999999999,True
użytkownicy Jedna z miliona różnic między TVN a TVP.,twitter,89,1.0,2.2,2.0,2.4,1.2,1.4,2.2,2.2,1.0,0.0,0.3,0.25,0.35,0.0499999999999999,0.0999999999999999,0.3,0.3,True
"A przecież to nie ja tam byłem, nie ja doświadczałem tych nieprzebranych tragedii.",,51,1.0,3.6,2.2,1.2,2.2,1.2,1.6,2.6,0.0,0.0,0.65,0.3,0.0499999999999999,0.3,0.0499999999999999,0.15,0.4,True
"użytkownicy Nieee,nad grobem to się trzeba uczyć nie tańcować a w trumnie zgrabnie układać...",twitter,12,1.0,1.6,1.8,1.6,1.6,1.0,2.4,1.6,4.0,0.0,0.15,0.2,0.15,0.15,0.0,0.35,0.15,True
"Bank Pekao wprowadził do oferty nowy bezpłatny rachunek oszczędnościowo-rozliczeniowy – Konto Pomocne, które jest przeznaczone dla uchodźców z Ukrainy",twitter,17,2.0,1.0,1.0,1.0,1.2,2.4,3.6,1.6,0.0,0.25,0.0,0.0,0.0,0.0499999999999999,0.35,0.65,0.15,True
Telewizja tylko straszy.,youtube,28,1.0,3.0,2.8,2.0,1.6,1.0,1.8,2.6,0.0,0.0,0.5,0.4499999999999999,0.25,0.15,0.0,0.2,0.4,True
"Ceny gazu ziemnego dla gospodarstw domowych w Polsce w pierwszym półroczy 2019 r. wzrosły w porównaniu do analogicznego okresu roku ubiegłego o 11,8 proc. w średnia unijna poszła w górę o 6,9 proc.",twitter,11,1.0,1.6,1.6,1.0,1.4,1.0,2.8,1.4,0.0,0.0,0.15,0.15,0.0,0.0999999999999999,0.0,0.4499999999999999,0.0999999999999999,True
"Deweloperzy notują rekordowe, sięgające nawet ponad 50 proc. spadki sprzedaży",twitter,69,1.0,1.4,1.0,1.0,1.6,1.0,2.8,1.4,0.0,0.0,0.0999999999999999,0.0,0.0,0.15,0.0,0.4499999999999999,0.0999999999999999,True
Dajcie mu podwyżkę..paredziesiat tysiecy to za mało...,youtube,94,1.0,1.6,2.4,2.2,1.0,1.0,1.8,2.8,4.0,0.0,0.15,0.35,0.3,0.0,0.0,0.2,0.4499999999999999,True
"Trudno mi się cieszyć naszym świętem, kiedy to samo dzieje się niedaleko, na naszych granicach, gdzie ludzie umierają z zimna w lesie, tylko dlatego, że są inni.",,84,1.0,5.0,2.8,1.4,3.0,1.0,1.0,3.6,0.0,0.0,1.0,0.4499999999999999,0.0999999999999999,0.5,0.0,0.0,0.65,True
"Trudno zrozumieć, dlaczego konsumenci wykupują cukier w tak dużych ilościach, skoro statystyki wskazują, że spożycie cukru w polskich gospodarstwach domowych spada, a cukier nie jest produktem pierwszej potrzeby - prof. Andrzej Kowalski, wieloletni dyrektor IERiGŻ.",twitter,49,1.0,1.2,1.2,1.2,1.2,1.0,2.8,1.6,0.0,0.0,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.0,0.4499999999999999,0.15,True
"A ostatnio po kontroli w ministerstwie ujawniłam prawdę na temat nowego przedmiotu “Historia i teraźniejszość” i “ekspertów”, którzy go tworzą.",,83,2.0,2.2,2.8,2.4,1.4,2.0,1.8,2.6,0.0,0.25,0.3,0.4499999999999999,0.35,0.0999999999999999,0.25,0.2,0.4,True
"użytkownicy Gdyby ostro nie krytykował, to by dostał może złoty ",twitter,97,1.0,1.2,1.8,1.4,1.0,1.4,2.4,2.4,4.0,0.0,0.0499999999999999,0.2,0.0999999999999999,0.0,0.0999999999999999,0.35,0.35,True
"Dlaczego nasza władza zamiast brać przykład Litwy, to jeszcze bardziej zaostrza przepisy, i nakazuje chodzić tylko i wyłącznie w maseczce chirurgicznej (zakazuje przyłbic, chust i kominów)?",,81,1.0,1.2,3.2,2.2,1.8,1.2,1.8,2.4,0.0,0.0,0.0499999999999999,0.55,0.3,0.2,0.0499999999999999,0.2,0.35,True
Opłata produktowa za jednorazowy kubek z plastiku wyniesie maksymalnie 1 zł,twitter,36,1.2,2.0,1.8,1.8,1.2,1.2,2.8,1.6,0.0,0.0499999999999999,0.25,0.2,0.2,0.0499999999999999,0.0499999999999999,0.4499999999999999,0.15,True
Prezydent Afganistanu: po dzisiejszym ataku na szpital w Kabulu wojska rządowe wznowią ofensywę przeciwko talibom (choć zapewne nie wszystkim) odnośnik ,twitter,13,1.0,2.2,3.0,1.6,2.0,1.0,2.0,2.0,1.0,0.0,0.3,0.5,0.15,0.25,0.0,0.25,0.25,True
Brawo Miłość nie wyklucza!,,61,4.6,1.0,1.0,1.0,1.0,4.4,4.6,3.6,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.8500000000000001,0.8999999999999999,0.65,True
użytkownicy Ci dunczycy co się z nim teraz męczą też tak mówią :),twitter,13,1.6,1.4,1.8,2.2,1.4,1.4,2.4,1.6,5.0,0.15,0.0999999999999999,0.2,0.3,0.0999999999999999,0.0999999999999999,0.35,0.15,True
Decyzje co do szkół i uczelni będą podawane w kolejnych komunikatach.,twitter,73,1.0,1.0,1.0,1.0,1.4,1.0,3.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,0.0,0.55,0.15,True
"Jeżeli Andrzej Duda wygra te wybory, to będzie to następny krok do tego, abyśmy obudzili się w państwie totalitarnym.",,93,1.2,2.6,3.2,2.2,3.8,1.0,1.4,3.0,1.0,0.0499999999999999,0.4,0.55,0.3,0.7,0.0,0.0999999999999999,0.5,True
użytkownicy On je kocha nawet jeść odnośnik ,twitter,44,3.0,1.2,1.4,2.0,1.2,1.6,3.2,2.6,2.0,0.5,0.0499999999999999,0.0999999999999999,0.25,0.0499999999999999,0.15,0.55,0.4,True
Groźny mężczyzna w Warszawie.,,91,1.0,1.6,1.4,1.0,4.0,1.0,1.8,2.6,0.0,0.0,0.15,0.0999999999999999,0.0,0.75,0.0,0.2,0.4,True
"To fundament przyszłego rozwoju mojego miasta, Polski i Europy.",,40,2.2,1.0,1.0,1.0,1.4,2.8,3.6,2.0,0.0,0.3,0.0,0.0,0.0,0.0999999999999999,0.4499999999999999,0.65,0.25,True
Putin od straszenia to są duchy,youtube,58,1.4,1.2,2.6,2.4,1.8,1.0,2.6,2.6,4.0,0.0999999999999999,0.0499999999999999,0.4,0.35,0.2,0.0,0.4,0.4,True
Dlatego wciąż będziemy stali na straży prawdy.,,63,1.6,2.0,2.0,1.2,1.6,3.2,3.0,2.4,0.0,0.15,0.25,0.25,0.0499999999999999,0.15,0.55,0.5,0.35,True
InPost zawarł z miastem Łódź porozumienie w sprawie realizacji konceptu „Green City”.,twitter,76,1.8,1.0,1.0,1.0,1.0,1.6,3.6,1.2,0.0,0.2,0.0,0.0,0.0,0.0,0.15,0.65,0.0499999999999999,True
użytkownicy Daj Boże Antkowi zdrowia a Wam wreszcie chwili poczucia bezpieczeństwa,twitter,58,2.4,2.8,1.0,1.0,1.6,1.8,3.0,2.6,0.0,0.35,0.4499999999999999,0.0,0.0,0.15,0.2,0.5,0.4,True
 Najważniejsze jest dla nas Wasze bezpieczeństwo!,,18,4.0,1.0,1.0,1.0,1.8,3.6,3.8,3.8,0.0,0.75,0.0,0.0,0.0,0.2,0.65,0.7,0.7,True
Zlamalem twarda zasade zeby nie dawac!,youtube,11,1.2,2.0,3.2,1.6,1.2,1.4,2.0,3.4,0.0,0.0499999999999999,0.25,0.55,0.15,0.0499999999999999,0.0999999999999999,0.25,0.6,True
"Będą rodzić dzieci z bezmózgowiem, z rozszczepem kręgosłupa, bez serc.",,76,1.0,3.4,3.6,2.2,3.4,1.0,1.0,3.4,0.0,0.0,0.6,0.65,0.3,0.6,0.0,0.0,0.6,True
"Rządy PIS, dla dobra wszystkich, powinny się jak najszybciej skończyć.",,36,1.0,2.6,3.6,3.8,2.0,1.6,1.4,3.4,0.0,0.0,0.4,0.65,0.7,0.25,0.15,0.0999999999999999,0.6,True
"Rajstopy elastan 98,-zł szt.",youtube,39,1.4,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.5,0.0,True
Kraków liderem miast regionalnych pod względem przestrzeni biurowej,twitter,44,3.4,1.0,1.0,1.0,1.0,3.4,4.2,2.4,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.8,0.35,True
Jesteśmy w cyrku jak co dzień .,youtube,36,2.0,2.6,3.2,3.0,2.0,1.0,1.4,3.0,5.0,0.25,0.4,0.55,0.5,0.25,0.0,0.0999999999999999,0.5,True
Zachowanie w jak najlepszym stanie ukraińskiej natury jest konieczne do utrzymania stabilnego systemu żywieniowego na świecie.,,32,1.0,1.8,1.4,1.0,2.2,1.4,2.6,1.8,0.0,0.0,0.2,0.0999999999999999,0.0,0.3,0.0999999999999999,0.4,0.2,True
użytkownicy ładnie napisane :),twitter,73,3.0,1.0,1.0,1.0,1.0,1.6,3.8,2.2,0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.7,0.3,True
"użytkownicy No patrz, a jeszcze niedawno użytkownicy mówiło, że go wycofa",twitter,95,1.0,1.0,2.4,1.4,1.0,1.0,2.0,2.4,3.0,0.0,0.0,0.35,0.0999999999999999,0.0,0.0,0.25,0.35,True
Przez ponad 5h trwania konferencji nie mieliśmy możliwości zadać pytania ani skomentować tych pomysłów.,,40,1.0,3.0,3.4,1.4,1.4,1.0,1.8,2.8,0.0,0.0,0.5,0.6,0.0999999999999999,0.0999999999999999,0.0,0.2,0.4499999999999999,True
Te zdziczałe czynią więc w nim wiele zła.,,86,1.0,2.8,2.0,1.2,1.0,1.0,1.6,2.4,0.0,0.0,0.4499999999999999,0.25,0.0499999999999999,0.0,0.0,0.15,0.35,True
Władza może ustąpić tylko przy obywatelskim sprzeciwie.,,74,1.0,2.2,3.0,1.4,1.8,2.0,2.2,2.6,0.0,0.0,0.3,0.5,0.0999999999999999,0.2,0.25,0.3,0.4,True
"Teraz kiedy ma 82 lata, przyjeżdżają jedynie raz na jakiś czas – sprawdzić, czy żyje.",,89,1.0,3.8,1.6,1.4,2.0,1.0,1.0,2.8,2.0,0.0,0.7,0.15,0.0999999999999999,0.25,0.0,0.0,0.4499999999999999,True
W Nowym Roku życzę nam wszystkim siły i energii do wspólnego działania.,,99,3.4,1.0,1.0,1.0,1.0,1.8,4.2,2.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.8,0.25,True
"Dzięki dostawie 13 nowych statków w tym roku, CMA CGM z powrotem przewyższyło chińskiego przewoźnika państwowego Cosco, i wskoczyło na trzecie miejsce pod względem przepustowości, z 3,1 milionami TEU.",twitter,16,2.0,1.0,1.0,1.0,1.0,2.0,3.6,1.2,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.65,0.0499999999999999,True
Jak powinna zachować sie Polska?,,12,1.0,1.0,1.2,1.0,2.4,1.0,2.6,1.8,0.0,0.0,0.0,0.0499999999999999,0.0,0.35,0.0,0.4,0.2,True
" W ostatnim wywiadzie dla Le Figaro, największego dziennika francuskiej prawicy, Marine ujęła to tak: „Jedyny prawdziwy podział dziś to ten, który odróżnia wierzących we Francję od tych, którzy już w nią nie wierzą.",,42,1.0,2.0,1.2,1.0,1.0,1.6,2.8,1.6,0.0,0.0,0.25,0.0499999999999999,0.0,0.0,0.15,0.4499999999999999,0.15,True
PKB Francji może spaść w tym roku o 10 proc.,twitter,80,1.0,1.4,1.2,1.2,1.4,1.0,2.8,1.6,0.0,0.0,0.0999999999999999,0.0499999999999999,0.0499999999999999,0.0999999999999999,0.0,0.4499999999999999,0.15,True
 Bierzesz ślub?,,60,2.6,1.0,1.0,1.0,1.0,1.6,3.8,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.7,0.25,True
"W Bogu zbawienie moje i chwała moja; Skała mocy mojej, ucieczka moja jest w Bogu.",youtube,85,3.4,1.8,1.0,1.0,1.6,3.0,3.4,2.2,0.0,0.6,0.2,0.0,0.0,0.15,0.5,0.6,0.3,True
Niech sie zesra tą sława i niech smaży sie w najgorszym piekle.,youtube,30,1.0,1.2,4.8,4.8,1.8,1.8,1.0,5.0,1.0,0.0,0.0499999999999999,0.95,0.95,0.2,0.2,0.0,1.0,True
pomimo korekt aktualny poziom frachtów był nadal 300% wyższy niż jeszcze rok temu.,twitter,85,1.8,1.0,1.0,1.0,1.0,2.2,3.4,1.4,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.6,0.0999999999999999,True
"Kiedy możesz być pociągnięty/a do odpowiedzialności materialnej za wyrządzenie szkody lub za utratę mienia, które zostało ci powierzone w pracy?",,71,1.0,1.6,1.4,1.0,2.0,1.0,2.4,1.8,0.0,0.0,0.15,0.0999999999999999,0.0,0.25,0.0,0.35,0.2,True
Nie będzie już kwiatów z Holandii na Placu Świętego Piotra odnośnik ,twitter,69,1.0,1.6,1.0,1.0,1.0,1.0,2.8,1.6,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.4499999999999999,0.15,True
"Chcemy, żeby produkcja przemysłowa rosła, bo to dzięki Wam jest więcej miejsc pracy.",,21,3.4,1.2,1.2,1.0,1.4,3.2,3.8,2.0,1.0,0.6,0.0499999999999999,0.0499999999999999,0.0,0.0999999999999999,0.55,0.7,0.25,True
"w necie pojawiają się info ,ze zapasy węgla są w granicach 7 mln ton , prośba o przeanalizowanie: odnośnik ",twitter,34,1.4,1.0,1.0,1.0,1.6,1.4,3.0,1.4,0.0,0.0999999999999999,0.0,0.0,0.0,0.15,0.0999999999999999,0.5,0.0999999999999999,True
użytkownicy za to jakbyśmy o kimś z PiS napisali to byś trzy razy dawał RT ;),twitter,95,1.0,1.0,1.8,2.6,1.4,1.0,2.0,2.4,3.0,0.0,0.0,0.2,0.4,0.0999999999999999,0.0,0.25,0.35,True
Książki do Czytania i Magazyny Wysokich Obcasów!,,25,3.0,1.0,1.0,1.0,1.0,2.6,4.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.75,0.5,True
 Okaż troskę bliskim - skorzystaj z nowej emotki na facebooku!,,87,3.6,1.0,1.0,1.0,1.0,2.6,4.2,2.6,0.0,0.65,0.0,0.0,0.0,0.0,0.4,0.8,0.4,True
My też jesteśmy gotowi na każdy obrot sytuacji.,youtube,68,1.0,1.2,1.6,1.0,1.2,2.6,2.4,2.6,0.0,0.0,0.0499999999999999,0.15,0.0,0.0499999999999999,0.4,0.35,0.4,True
"Możliwe są mądrzejsze, bardziej humanitarne rozwiązania.",,94,1.6,2.2,1.0,1.4,1.8,1.0,2.6,2.2,0.0,0.15,0.3,0.0,0.0999999999999999,0.2,0.0,0.4,0.3,True
PiS ramię w ramię z hierarchami Kościoła naraża ludzi na ryzyko utraty zdrowia i życia!,,35,1.0,2.4,4.8,3.8,2.8,1.2,1.2,4.0,0.0,0.0,0.35,0.95,0.7,0.4499999999999999,0.0499999999999999,0.0499999999999999,0.75,True
Środowy program #Minęła20 jest już dostępny na platformie TVP VOD:  _odnośnik_,,84,2.8,1.0,1.0,1.0,1.0,2.6,3.8,2.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.4,0.7,0.25,True
"Zdania nie zmienię, nawet jeżeli policja będzie nam przeszkadzała w pracy codziennie.",,20,1.0,1.2,3.4,2.0,1.0,2.8,2.2,3.0,0.0,0.0,0.0499999999999999,0.6,0.25,0.0,0.4499999999999999,0.3,0.5,True
Bardzo ciekawy tekst Wojtka Orlińskiego odnośnik ,twitter,66,1.8,1.0,1.0,1.0,1.0,1.8,3.6,1.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.65,0.0499999999999999,True
"użytkownicy Dzięki, poszukam",twitter,26,2.8,1.0,1.0,1.0,1.0,1.0,3.4,1.6,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.6,0.15,True
"Niestety moda na konkursy grantowe i zadania projektowe została przywleczona do Polski przez technokratów od integracji europejskiej i odebrała polskim politykom większość inwencji, kreatywności i zdolności krytycznego myślenia w zakresie kształtowania dobrych polityk publicznych",twitter,9,1.0,3.6,3.0,2.2,1.8,1.0,1.6,2.8,0.0,0.0,0.65,0.5,0.3,0.2,0.0,0.15,0.4499999999999999,True
